id,name_en,name_ar,category,uses,side_effects
618,"Akineton 2mg Tablets","أكينيتون أقراص 2 مجم",Neurological,"تُستخدم أكينيتون أقراص 2 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
619,"Melatonin 3mg Tablets","ميلاتونين أقراص 3 مجم",Neurological,"تُستخدم ميلاتونين أقراص 3 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
620,"Melatonin 5mg Tablets","ميلاتونين أقراص 5 مجم",Neurological,"تُستخدم ميلاتونين أقراص 5 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
621,"Circadin 2mg Tablets","سيركادين أقراص 2 مجم",Neurological,"تُستخدم سيركادين أقراص 2 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
622,"Nitrazepam 5mg Tablets","نيترازيبام أقراص 5 مجم",Neurological,"تُستخدم نيترازيبام أقراص 5 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
623,"Lorazepam 1mg Tablets","لورازيبام أقراص 1 مجم",Neurological,"تُستخدم لورازيبام أقراص 1 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
624,"Zolpidem 10mg Tablets","زولبيديم أقراص 10 مجم",Neurological,"تُستخدم زولبيديم أقراص 10 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
625,"Midazolam Ampoules","ميدازولام أمبولات",Neurological,"تُستخدم ميدازولام أمبولات كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
626,"Xenical 120mg Capsules","زينيكال كبسولات 120 مجم",Obesity,"تُستخدم زينيكال كبسولات 120 مجم كدواء علاجي متخصص يوصف من قِبل الطبيب المختص بناء على الحالة المرضية السريرية للوصول للمعدل المطلوب للشفاء واستقرار العلامات الحيوية للجسم.","متفاوتة من مريض لآخر حيث يستجيب الجسم للمادة الفعالة إما بانسجام وتسكين للآلام أو بظهور أعراض كالإرهاق العام أو الإضطرابات الهضمية العابرة."
627,"Orlistat 120mg Capsules","أورليستات كبسولات 120 مجم",Obesity,"تُستخدم أورليستات كبسولات 120 مجم كدواء علاجي متخصص يوصف من قِبل الطبيب المختص بناء على الحالة المرضية السريرية للوصول للمعدل المطلوب للشفاء واستقرار العلامات الحيوية للجسم.","متفاوتة من مريض لآخر حيث يستجيب الجسم للمادة الفعالة إما بانسجام وتسكين للآلام أو بظهور أعراض كالإرهاق العام أو الإضطرابات الهضمية العابرة."
628,"Contrave Tablets","كونتريف أقراص",Obesity,"تُستخدم كونتريف أقراص كدواء علاجي متخصص يوصف من قِبل الطبيب المختص بناء على الحالة المرضية السريرية للوصول للمعدل المطلوب للشفاء واستقرار العلامات الحيوية للجسم.","متفاوتة من مريض لآخر حيث يستجيب الجسم للمادة الفعالة إما بانسجام وتسكين للآلام أو بظهور أعراض كالإرهاق العام أو الإضطرابات الهضمية العابرة."
